0BC17EFB-4A3C-4F04-92C0-1AF177486E52#appfire#01.1001.1001.1001.#appfire##appfire#Salesforce.salesforce.web.salesforce.view.location.TimezoneMain#appfire##appfire#1#appfire#0#appfire#Timezone#appfire##appfire#6903D828-BA7B-4963-86E6-5D3B3438EC66#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
123C30ED-FC43-4539-BA89-D993F7E29BC1#appfire#02.1004.1003.#appfire##appfire#Salesforce.view.usermanagement.admin.AdminUserManagement#appfire##appfire#1#appfire#0#appfire#User Management#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
13B4291D-BD45-444C-B534-887BDBAF60F8#appfire#02.1003.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Authentication & Authorization#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
1F138B6F-7394-4926-952D-BB9039827239#appfire#02.1001.1001.#appfire##appfire#Salesforce.view.logger.LogConfigurationTabPanel#appfire##appfire#1#appfire#0#appfire#Log Configuration#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
2261CC01-82F1-432D-9320-28A6D0760BC6#appfire#01.1001.1002.1003.#appfire##appfire#Salesforce.salesforce.web.salesforce.view.contacts.CommunicationTypeMain#appfire##appfire#1#appfire#0#appfire#Communication Type#appfire##appfire#7443EE90-AF80-4E54-B116-99FDA0DEC86D#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
26303169-0430-4FF6-88DF-C9578BB4DA82#appfire#01.1001.1001.1007.#appfire##appfire#Salesforce.salesforce.web.salesforce.view.location.DistrictMain#appfire##appfire#1#appfire#0#appfire#District#appfire##appfire#CB9B1AC3-24BA-49CE-9EF0-0A659E541F96#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
264B194A-B733-4E6F-ABD6-BD1F1F108078#appfire#01.1001.1003.1003.#appfire##appfire#Salesforce.salesforce.web.salesforce.view.authentication.QuestionMain#appfire##appfire#1#appfire#0#appfire#Question#appfire##appfire#FDC74F54-29A6-4792-8E78-FF601A4350CC#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
2BDD2DC2-F695-4223-9E7A-D3D7F9B0CAE2#appfire#01.1001.1004.1003.#appfire##appfire#Salesforce.salesforce.web.salesforce.view.customers.AppCustomerMain#appfire##appfire#1#appfire#0#appfire#AppCustomer#appfire##appfire#4E457379-F4A4-42CA-A9F4-5D9ADAEC1E08#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
2C7EB736-7CEF-49D6-B949-95E7CCB4DA3A#appfire#02.1005.1001.#appfire##appfire#Salesforce.view.reportbuilder.mainview.ReportMainView#appfire##appfire#1#appfire#0#appfire#Report Builder#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
2D82D79A-25EC-4F15-AA78-63DF3B9EADDF#appfire#01.1002.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Data Visualizer#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
30BC1BA9-5BB7-4BAD-B2E3-DF8CF9D6191B#appfire#01.1001.1001.1004.#appfire##appfire#Salesforce.salesforce.web.salesforce.view.location.CurrencyMain#appfire##appfire#1#appfire#0#appfire#Currency#appfire##appfire#72263204-7FF7-4AF6-8E3C-250FA99B470A#appfire#1#appfire#null#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#null#appfire#2015-10-21 15:28:08.0#appfire#1#appfire#1#appfire#51000
